mom,id,origin,phenotype,value
urb03,438,cultivar,AGB,0.662
urb03,438,cultivar,BGB,0.4745
urb03,439,cultivar,LB,0.4055
urb03,439,cultivar,SB,0.2768
urb03,439,cultivar,AGB,0.6823
urb03,439,cultivar,BGB,0.2064
urb03,443,cultivar,LB,0.5398
urb03,443,cultivar,SB,0.3855
urb03,443,cultivar,AGB,0.9253
urb03,443,cultivar,BGB,0.3744
urb03,454,cultivar,LB,0.5106
urb03,454,cultivar,SB,0.344
urb03,454,cultivar,AGB,0.8546
urb03,454,cultivar,BGB,0.2578
urb03,457,cultivar,LB,0.9507
urb03,457,cultivar,SB,1.4077
urb03,457,cultivar,AGB,2.3584
urb03,457,cultivar,BGB,1.0387
urb03,461,cultivar,LB,0.7689
urb03,461,cultivar,SB,0.5247
urb03,461,cultivar,AGB,1.2936
urb03,461,cultivar,BGB,0.3329
urb03,467,cultivar,LB,0.4006
urb03,467,cultivar,SB,0.4048
urb03,467,cultivar,AGB,0.8054
urb03,467,cultivar,BGB,0.2867
urb03,494,cultivar,LB,0.5425
urb03,494,cultivar,SB,0.4646
urb03,494,cultivar,AGB,1.0071
urb03,494,cultivar,BGB,0.3424
urb03,522,cultivar,LB,0.5447
urb03,522,cultivar,SB,0.3871
urb03,522,cultivar,AGB,0.9318
urb03,522,cultivar,BGB,0.4466
urb03,536,cultivar,LB,1.8395
urb03,536,cultivar,SB,1.5124
urb03,536,cultivar,AGB,3.3519
urb03,536,cultivar,BGB,1.1528
urb03,549,cultivar,LB,0.9968
urb03,549,cultivar,SB,0.7725
urb03,549,cultivar,AGB,1.7693
urb03,549,cultivar,BGB,0.9005
urb03,563,cultivar,LB,1.2003
urb03,563,cultivar,SB,1.0216
urb03,563,cultivar,AGB,2.2219
urb03,563,cultivar,BGB,0.7148
urb03,595,cultivar,LB,1.8152
urb03,595,cultivar,SB,1.306
urb03,595,cultivar,AGB,3.1212
urb03,595,cultivar,BGB,1.441
urb03,641,cultivar,LB,1.5688
urb03,641,cultivar,SB,1.2421
urb03,641,cultivar,AGB,2.8109
urb03,641,cultivar,BGB,1.096
urb31,48,cultivar,SB,0
urb31,48,cultivar,AGB,0
urb31,55,cultivar,LB,0.4416
urb31,55,cultivar,SB,0.3605
urb31,55,cultivar,AGB,0.8021
urb31,55,cultivar,BGB,0.3524
urb31,59,cultivar,LB,0.359
urb31,59,cultivar,SB,0.3809
urb31,59,cultivar,AGB,0.7399
urb31,59,cultivar,BGB,0.442
urb31,63,cultivar,LB,0.8206
urb31,63,cultivar,SB,0.7614
urb31,63,cultivar,AGB,1.582
urb31,63,cultivar,BGB,0.4975
urb31,91,cultivar,SB,0
urb31,91,cultivar,AGB,0
urb31,108,cultivar,LB,0.6018
urb31,108,cultivar,SB,0.4325
urb31,108,cultivar,AGB,1.0343
urb31,108,cultivar,BGB,0.405
urb31,220,cultivar,SB,0
urb31,220,cultivar,AGB,0
urb31,231,cultivar,LB,0.2583
urb31,231,cultivar,SB,0.275
urb31,231,cultivar,AGB,0.5333
urb31,231,cultivar,BGB,0.1654
urb31,233,cultivar,LB,0.4247
urb31,233,cultivar,SB,0.3601
urb31,233,cultivar,AGB,0.7848
urb31,233,cultivar,BGB,0.5722
urb31,247,cultivar,LB,0.2795
urb31,247,cultivar,SB,0.1483
urb31,247,cultivar,AGB,0.4278
urb31,308,cultivar,LB,0.3945
urb31,308,cultivar,SB,0.3317
urb31,308,cultivar,AGB,0.7262
urb31,308,cultivar,BGB,0.4156
urb31,346,cultivar,LB,0.163
urb31,346,cultivar,SB,0.1533
urb31,346,cultivar,AGB,0.3163
urb31,346,cultivar,BGB,0.0893
urb31,372,cultivar,LB,0.6759
urb31,372,cultivar,SB,0.6368
urb31,372,cultivar,AGB,1.3127
urb31,372,cultivar,BGB,0.4977
urb31,434,cultivar,LB,1.072
urb31,434,cultivar,SB,1.2353
urb31,434,cultivar,AGB,2.3073
urb31,434,cultivar,BGB,1.0331
urb31,460,cultivar,LB,0.437
urb31,460,cultivar,SB,0.3032
urb31,460,cultivar,AGB,0.7402
urb31,460,cultivar,BGB,0.2465
urb31,481,cultivar,LB,1.017
urb31,481,cultivar,SB,0.6638
urb31,481,cultivar,AGB,1.6808
urb31,481,cultivar,BGB,0.44
urb31,495,cultivar,LB,0.4212
urb31,495,cultivar,SB,0.328
urb31,495,cultivar,AGB,0.7492
urb31,495,cultivar,BGB,0.1565
urb31,514,cultivar,LB,0.6445
urb31,514,cultivar,SB,0.5754
urb31,514,cultivar,AGB,1.2199
urb31,514,cultivar,BGB,0.6605
urb31,539,cultivar,LB,0.648
urb31,539,cultivar,SB,0.5145
urb31,539,cultivar,AGB,1.1625
urb31,539,cultivar,BGB,0.6162
urb31,576,cultivar,LB,1.0963
urb31,576,cultivar,SB,1.0834
urb31,576,cultivar,AGB,2.1797
urb31,576,cultivar,BGB,0.7407
urb31,588,cultivar,LB,0.7522
urb31,588,cultivar,SB,0.7022
urb31,588,cultivar,AGB,1.4544
urb31,588,cultivar,BGB,0.588
urb31,612,cultivar,LB,0.6737
urb31,612,cultivar,SB,0.767
urb31,612,cultivar,AGB,1.4407
urb31,612,cultivar,BGB,0.5539
urb31,644,cultivar,LB,0.2078
urb31,644,cultivar,SB,0.2344
urb31,644,cultivar,AGB,0.4422
urb31,644,cultivar,BGB,0.2753
nat28,219,native,LB,0.153
nat28,219,native,SB,0.1152
nat28,219,native,AGB,0.2682
nat28,219,native,BGB,0.0822
nat28,304,native,LB,0.1277
nat28,304,native,SB,0.098
nat28,304,native,AGB,0.2257
nat28,304,native,BGB,0.0349
nat28,351,native,LB,0.4608
nat28,351,native,SB,0.4636
nat28,351,native,AGB,0.9244
nat28,351,native,BGB,0.4341
nat28,448,native,LB,0.3825
nat28,448,native,SB,0.242
nat28,448,native,AGB,0.6245
nat28,448,native,BGB,0.182
nat28,543,native,LB,0.8423
nat28,543,native,SB,0.5421
nat28,543,native,AGB,1.3844
nat28,543,native,BGB,0.5675
nat28,598,native,LB,0.4193
nat28,598,native,SB,0.2598
nat28,598,native,AGB,0.6791
nat28,598,native,BGB,0.1885
